Id,SalePrice
1609,188028.1875
1610,147412.84375
1611,139785.203125
1612,170468.15625
1613,157870.015625
1614,121249.9375
1615,84270.515625
1616,74017.09375
1617,88308.5078125
1618,124226.195312
1619,144590.296875
1620,165384.1875
1621,135535.125
1622,142996.296875
1623,272889.40625
1624,203000.453125
1625,132490.8125
1626,163565.0
1627,185667.1875
1628,273972.09375
1629,189781.796875
1630,330705.78125
1631,220899.4375
1632,245406.25
1633,172897.203125
1634,179814.984375
1635,180020.03125
1636,159305.578125
1637,187273.703125
1638,197808.0
1639,180858.234375
1640,254471.765625
1641,186378.75
1642,209341.140625
1643,233253.78125
1644,228770.390625
1645,190049.859375
1646,156247.421875
1647,176239.703125
1648,137769.4375
1649,135868.75
1650,114133.210938
1651,125674.59375
1652,97200.8046875
1653,92823.984375
1654,146712.4375
1655,151351.40625
1656,145846.546875
1657,147626.96875
1658,143036.9375
1659,137238.484375
1660,148662.28125
1661,432166.53125
1662,410733.25
1663,412396.65625
1664,349591.84375
1665,289879.3125
1666,322787.84375
1667,386275.25
1668,321859.53125
1669,294351.03125
1670,367735.0
1671,248097.828125
1672,397658.8125
1673,303035.125
1674,257521.5
1675,175423.078125
1676,179721.375
1677,212247.96875
1678,399296.3125
1679,404362.71875
1680,315791.65625
1681,246588.171875
1682,325668.71875
1683,172490.734375
1684,180699.109375
1685,172264.03125
1686,179471.3125
1687,169996.53125
1688,194178.421875
1689,198256.15625
1690,197804.421875
1691,182315.3125
1692,278359.5
1693,167342.625
1694,180932.765625
1695,172845.09375
1696,290042.75
1697,175852.890625
1698,366508.53125
1699,311915.3125
1700,249015.421875
1701,275572.65625
1702,251868.5625
1703,263404.78125
1704,295322.78125
1705,237529.703125
1706,386866.96875
1707,214792.484375
1708,195407.09375
1709,278700.84375
1710,222613.5
1711,243486.5
1712,264595.15625
1713,267240.15625
1714,218254.6875
1715,203990.203125
1716,184798.59375
1717,176131.671875
1718,141114.171875
1719,204029.890625
1720,262401.625
1721,178561.359375
1722,134302.734375
1723,155100.703125
1724,215840.75
1725,234247.34375
1726,174981.8125
1727,154673.8125
1728,191362.78125
1729,154810.171875
1730,153223.28125
1731,125020.109375
1732,129133.664062
1733,125563.421875
1734,119873.109375
1735,134817.203125
1736,118711.6875
1737,314679.03125
1738,206091.671875
1739,224559.203125
1740,198913.890625
1741,186776.078125
1742,163465.984375
1743,175261.046875
1744,308410.1875
1745,211024.46875
1746,197344.296875
1747,225622.0
1748,213161.203125
1749,151043.265625
1750,135392.109375
1751,238412.0625
1752,125890.398438
1753,152683.859375
1754,204377.3125
1755,160513.6875
1756,123518.929688
1757,123298.609375
1758,138883.609375
1759,158094.796875
1760,160978.34375
1761,130179.242188
1762,175649.578125
1763,184848.828125
1764,121846.101562
1765,125274.085938
1766,175947.671875
1767,206679.0
1768,143769.96875
1769,184795.234375
1770,145773.546875
1771,130731.757812
1772,134081.734375
1773,120862.84375
1774,140948.75
1775,138375.9375
1776,139369.359375
1777,112359.992188
1778,137269.765625
1779,114138.65625
1780,191518.875
1781,130588.585938
1782,98409.71875
1783,135222.171875
1784,102816.382812
1785,113795.3125
1786,150517.828125
1787,166905.4375
1788,57875.265625
1789,105060.25
1790,87638.921875
1791,171806.125
1792,149745.96875
1793,130654.484375
1794,146513.46875
1795,137302.75
1796,127313.023438
1797,110832.054688
1798,127516.554688
1799,107901.804688
1800,134354.375
1801,122191.710938
1802,140599.6875
1803,154728.5625
1804,143283.640625
1805,139954.203125
1806,116165.171875
1807,132074.25
1808,124141.28125
1809,115294.585938
1810,149699.140625
1811,90286.546875
1812,99962.78125
1813,119066.453125
1814,103391.296875
1815,53215.7460938
1816,97833.0078125
1817,109776.015625
1818,131357.75
1819,128331.007812
1820,63997.046875
1821,102193.96875
1822,145548.21875
1823,47139.03125
1824,131173.359375
1825,120874.71875
1826,95755.1015625
1827,102597.070312
1828,129404.515625
1829,112045.929688
1830,134941.328125
1831,166012.328125
1832,87561.140625
1833,145058.921875
1834,118842.0625
1835,140899.6875
1836,126407.703125
1837,90082.625
1838,116228.890625
1839,82742.859375
1840,146477.5625
1841,139250.59375
1842,76992.9140625
1843,129319.882812
1844,146228.5625
1845,143136.96875
1846,159777.390625
1847,162494.390625
1848,55258.734375
1849,115792.210938
1850,126917.703125
1851,148872.671875
1852,127240.070312
1853,128954.976562
1854,172368.71875
1855,139527.890625
1856,221243.515625
1857,164170.265625
1858,130218.109375
1859,128597.351562
1860,133631.484375
1861,128597.351562
1862,286744.03125
1863,292956.125
1864,292956.125
1865,317765.0
1866,328280.875
1867,245919.5625
1868,294172.5625
1869,203212.546875
1870,238914.84375
1871,266921.53125
1872,165897.59375
1873,226244.6875
1874,143022.609375
1875,206107.59375
1876,180935.859375
1877,208598.390625
1878,206383.359375
1879,130940.507812
1880,138099.484375
1881,236556.046875
1882,266833.46875
1883,192524.234375
1884,200474.0
1885,249780.078125
1886,303558.65625
1887,201487.734375
1888,275280.5625
1889,153059.421875
1890,122631.351562
1891,143697.046875
1892,107258.21875
1893,120670.734375
1894,131994.171875
1895,146991.703125
1896,121870.507812
1897,117618.476562
1898,104014.164062
1899,155063.296875
1900,134528.609375
1901,167332.734375
1902,140783.375
1903,208295.828125
1904,141818.28125
1905,198179.40625
1906,135558.78125
1907,207901.09375
1908,106573.640625
1909,140379.15625
1910,116907.570312
1911,222501.4375
1912,316867.125
1913,157075.265625
1914,53904.0742188
1915,301431.09375
1916,67809.359375
1917,290299.0
1918,140198.40625
1919,156542.0
1920,147835.625
1921,437867.53125
1922,329815.6875
1923,201669.984375
1924,225466.90625
1925,201052.21875
1926,406995.0625
1927,139033.625
1928,158877.421875
1929,120624.484375
1930,135691.359375
1931,143116.359375
1932,138622.140625
1933,171929.875
1934,180503.265625
1935,165151.875
1936,185706.5
1937,176618.453125
1938,163734.8125
1939,249711.25
1940,190205.609375
1941,164699.671875
1942,171853.0
1943,209527.28125
1944,364912.21875
1945,376547.84375
1946,151486.28125
1947,295101.5
1948,162038.34375
1949,239662.4375
1950,183379.53125
1951,248533.5625
1952,217229.28125
1953,161726.1875
1954,198402.375
1955,132979.1875
1956,281591.59375
1957,154280.03125
1958,315625.78125
1959,137141.0
1960,117709.59375
1961,120998.242188
1962,90659.453125
1963,95101.3046875
1964,104977.71875
1965,143975.09375
1966,152344.09375
1967,276526.96875
1968,430232.15625
1969,423037.625
1970,429382.03125
1971,436384.28125
1972,382668.8125
1973,273964.25
1974,325625.5625
1975,348290.03125
1976,277829.875
1977,281191.71875
1978,377877.8125
1979,320616.34375
1980,190998.3125
1981,333356.75
1982,221604.1875
1983,207287.171875
1984,178328.390625
1985,223426.390625
1986,225415.3125
1987,182761.65625
1988,175089.8125
1989,193568.46875
1990,213608.703125
1991,215108.59375
1992,203243.75
1993,171324.609375
1994,241897.609375
1995,192032.4375
1996,260964.921875
1997,318676.9375
1998,328492.59375
1999,246416.328125
2000,311357.15625
2001,259544.984375
2002,254683.234375
2003,262646.75
2004,266225.71875
2005,225517.234375
2006,223132.75
2007,260891.265625
2008,214470.71875
2009,178851.265625
2010,195955.9375
2011,152495.265625
2012,182026.75
2013,178159.421875
2014,175258.53125
2015,202426.46875
2016,179806.921875
2017,195036.234375
2018,125991.523438
2019,131757.859375
2020,113188.984375
2021,118900.445312
2022,173986.0625
2023,134117.53125
2024,217491.09375
2025,359620.21875
2026,177746.015625
2027,144082.78125
2028,151847.296875
2029,161758.265625
2030,263484.1875
2031,236930.84375
2032,248767.140625
2033,254028.046875
2034,163863.53125
2035,201698.640625
2036,206718.609375
2037,211149.6875
2038,246778.25
2039,231986.390625
2040,278241.15625
2041,282184.09375
2042,199434.734375
2043,168167.015625
2044,164499.21875
2045,221695.921875
2046,145140.5625
2047,144346.984375
2048,137636.9375
2049,145109.5625
2050,192055.515625
2051,112769.210938
2052,131402.234375
2053,148310.09375
2054,78084.2734375
2055,165234.265625
2056,133259.375
2057,122387.640625
2058,219243.09375
2059,134133.53125
2060,161489.921875
2061,184807.21875
2062,134512.1875
2063,114448.648438
2064,140124.21875
2065,123370.59375
2066,158041.734375
2067,113044.210938
2068,154738.59375
2069,82746.25
2070,110231.101562
2071,92960.5859375
2072,129877.789062
2073,140031.640625
2074,187277.640625
2075,146798.375
2076,123928.71875
2077,152582.984375
2078,132343.703125
2079,124361.09375
2080,121071.1875
2081,128652.304688
2082,136022.390625
2083,147972.71875
2084,116569.570312
2085,127468.773438
2086,114395.179688
2087,120819.742188
2088,113013.273438
2089,73827.671875
2090,128483.34375
2091,120762.601562
2092,126141.570312
2093,129681.992188
2094,125643.914062
2095,135313.890625
2096,79481.8671875
2097,99815.3203125
2098,150082.515625
2099,64828.5976562
2100,85631.3046875
2101,139445.015625
2102,128525.875
2103,103839.523438
2104,139706.578125
2105,121278.15625
2106,66789.2734375
2107,238452.3125
2108,115243.46875
2109,113728.914062
2110,122479.179688
2111,150168.28125
2112,129907.398438
2113,118371.179688
2114,100732.195312
2115,147297.890625
2116,118578.734375
2117,140445.03125
2118,113351.453125
2119,96294.1171875
2120,120164.179688
2121,93980.6171875
2122,101519.4375
2123,92115.6796875
2124,165212.203125
2125,132827.96875
2126,146655.5
2127,149352.90625
2128,117761.242188
2129,108666.703125
2130,138045.09375
2131,154870.875
2132,120355.25
2133,125514.09375
2134,118406.96875
2135,99795.515625
2136,72439.7734375
2137,104311.679688
2138,133147.578125
2139,151568.640625
2140,143006.796875
2141,155440.09375
2142,130789.125
2143,139797.0625
2144,107933.195312
2145,134581.734375
2146,165534.734375
2147,143600.1875
2148,132653.78125
2149,139600.5625
2150,224723.515625
2151,118251.351562
2152,172049.125
2153,167973.390625
2154,109095.445312
2155,133477.109375
2156,250309.9375
2157,232673.03125
2158,235346.796875
2159,217961.390625
2160,175153.765625
2161,252421.640625
2162,361099.6875
2163,322808.78125
2164,264722.09375
2165,180863.75
2166,144020.546875
2167,226993.546875
2168,185525.234375
2169,202274.984375
2170,213996.71875
2171,155227.078125
2172,138456.859375
2173,165469.859375
2174,240624.328125
2175,312267.40625
2176,309341.0
2177,257995.4375
2178,218355.859375
2179,141529.828125
2180,212570.0625
2181,191270.640625
2182,216820.109375
2183,189395.59375
2184,127969.742188
2185,140705.125
2186,146762.109375
2187,153091.671875
2188,153919.6875
2189,211812.421875
2190,84858.7578125
2191,88433.578125
2192,93961.078125
2193,111900.59375
2194,102444.9375
2195,112092.851562
2196,109750.6875
2197,117778.429688
2198,164250.765625
2199,159605.3125
2200,153227.21875
2201,158788.359375
2202,211187.546875
2203,150969.8125
2204,175009.34375
2205,115336.492188
2206,138982.453125
2207,218240.328125
2208,254988.234375
2209,226926.671875
2210,112428.054688
2211,114581.664062
2212,114277.523438
2213,106921.296875
2214,134522.578125
2215,101782.34375
2216,162277.734375
2217,93888.609375
2218,76759.9140625
2219,75001.0859375
2220,63931.59375
2221,301431.09375
2222,249955.234375
2223,281378.15625
2224,215855.78125
2225,130335.765625
2226,190320.828125
2227,216130.984375
2228,271930.25
2229,248450.375
2230,150899.578125
2231,217975.953125
2232,182072.578125
2233,173487.671875
2234,240558.703125
2235,213755.015625
2236,268636.59375
2237,338335.21875
2238,196776.546875
2239,116620.828125
2240,168104.96875
2241,153206.1875
2242,130452.289062
2243,124119.265625
2244,106560.835938
2245,102911.828125
2246,148668.375
2247,104579.023438
2248,127649.296875
2249,127987.320312
2250,139416.421875
2251,104053.25
2252,176606.828125
2253,153364.9375
2254,173761.375
2255,182862.4375
2256,191849.390625
2257,204866.734375
2258,178198.34375
2259,174749.671875
2260,158507.09375
2261,204603.71875
2262,214554.1875
2263,368279.6875
2264,407285.5
2265,169310.6875
2266,285028.84375
2267,355309.1875
2268,432165.71875
2269,147364.34375
2270,188870.0
2271,231451.390625
2272,199072.359375
2273,160935.359375
2274,170110.546875
2275,169156.875
2276,192930.0625
2277,181928.0
2278,142717.953125
2279,129437.21875
2280,125544.859375
2281,159514.0
2282,175554.453125
2283,96812.8046875
2284,108284.664062
2285,147252.109375
2286,125961.851562
2287,364647.15625
2288,270034.15625
2289,380285.875
2290,456761.90625
2291,347869.4375
2292,425859.375
2293,449062.5
2294,411254.15625
2295,386543.15625
2296,278132.90625
2297,300627.5625
2298,316271.46875
2299,404511.21875
2300,342632.71875
2301,285750.375
2302,235926.125
2303,241306.375
2304,249051.984375
2305,178490.375
2306,176609.359375
2307,176178.203125
2308,234688.296875
2309,272563.75
2310,208583.671875
2311,188386.09375
2312,179076.890625
2313,172382.53125
2314,180105.546875
2315,176042.328125
2316,190656.359375
2317,177014.546875
2318,175581.75
2319,181599.0
2320,185196.078125
2321,253631.046875
2322,178158.234375
2323,179518.734375
2324,169050.609375
2325,213739.328125
2326,167985.40625
2327,210927.484375
2328,222401.09375
2329,181067.75
2330,175860.609375
2331,347730.125
2332,372638.25
2333,314423.4375
2334,261020.671875
2335,280861.0
2336,323080.40625
2337,193682.03125
2338,267648.75
2339,217103.578125
2340,394732.8125
2341,215994.375
2342,237296.265625
2343,227316.546875
2344,203496.859375
2345,245064.5625
2346,214038.359375
2347,191894.40625
2348,233193.953125
2349,169209.96875
2350,287087.15625
2351,245780.53125
2352,257570.125
2353,236000.828125
2354,136709.5625
2355,157885.359375
2356,147879.328125
2357,201943.84375
2358,180060.71875
2359,128343.0
2360,114868.101562
2361,134315.296875
2362,273437.5
2363,138309.96875
2364,160610.765625
2365,218267.59375
2366,200890.828125
2367,231570.625
2368,204332.09375
2369,220723.390625
2370,163334.3125
2371,160152.375
2372,179947.25
2373,273554.09375
2374,310688.59375
2375,269224.1875
2376,264435.21875
2377,335340.375
2378,139193.625
2379,189198.28125
2380,148086.796875
2381,158630.03125
2382,214875.46875
2383,212103.296875
2384,251935.359375
2385,156112.328125
2386,138060.375
2387,136216.203125
2388,101907.742188
2389,125890.757812
2390,146615.515625
2391,139306.375
2392,117189.09375
2393,177388.53125
2394,144297.71875
2395,198434.15625
2396,140469.8125
2397,213640.484375
2398,137988.765625
2399,59436.6445312
2400,56105.0117188
2401,118753.46875
2402,138957.671875
2403,140673.453125
2404,146676.0625
2405,162484.78125
2406,143094.796875
2407,128053.859375
2408,144348.359375
2409,130018.203125
2410,174612.234375
2411,122890.320312
2412,153922.46875
2413,134781.71875
2414,130487.25
2415,142472.359375
2416,130478.664062
2417,129327.28125
2418,125216.039062
2419,124705.625
2420,128031.757812
2421,156410.53125
2422,118011.164062
2423,129255.273438
2424,170222.515625
2425,193807.671875
2426,132772.890625
2427,138056.6875
2428,192329.15625
2429,124439.273438
2430,138914.21875
2431,117211.21875
2432,141704.1875
2433,147852.828125
2434,139648.765625
2435,147400.328125
2436,108789.992188
2437,111578.882812
2438,129877.914062
2439,108504.4375
2440,120412.3125
2441,97264.3203125
2442,102861.101562
2443,117925.101562
2444,138324.34375
2445,74417.0703125
2446,113326.15625
2447,195482.21875
2448,130915.90625
2449,108725.789062
2450,141415.0
2451,118559.0625
2452,212641.421875
2453,101342.90625
2454,114635.65625
2455,119682.804688
2456,119157.554688
2457,117868.429688
2458,118364.515625
2459,101563.015625
2460,126785.476562
2461,113305.085938
2462,128259.796875
2463,122945.296875
2464,162856.484375
2465,126635.992188
2466,111354.476562
2467,145920.0
2468,78519.4765625
2469,75289.53125
2470,191561.625
2471,194929.125
2472,173146.6875
2473,113751.476562
2474,88048.2421875
2475,218428.96875
2476,116377.40625
2477,128431.039062
2478,148166.75
2479,102509.445312
2480,145191.65625
2481,118175.820312
2482,132825.0625
2483,119202.109375
2484,120913.226562
2485,120925.5625
2486,155214.9375
2487,186328.984375
2488,164810.140625
2489,152812.921875
2490,147516.203125
2491,94821.5625
2492,176864.703125
2493,142658.078125
2494,157196.796875
2495,90146.734375
2496,242322.90625
2497,156509.75
2498,113377.179688
2499,93976.671875
2500,121832.15625
2501,131381.3125
2502,139331.359375
2503,95052.1640625
2504,182509.109375
2505,224877.234375
2506,261469.125
2507,278823.40625
2508,259984.703125
2509,216666.3125
2510,235459.484375
2511,183389.5
2512,204184.4375
2513,208091.125
2514,245267.265625
2515,143608.40625
2516,162757.28125
2517,138165.875
2518,149812.25
2519,218507.515625
2520,205596.578125
2521,192656.109375
2522,213365.203125
2523,130575.507812
2524,133774.671875
2525,140301.125
2526,131356.0
2527,107361.375
2528,135346.40625
2529,131915.015625
2530,118495.078125
2531,257536.96875
2532,225389.078125
2533,196173.390625
2534,234278.40625
2535,316961.125
2536,226543.078125
2537,231967.59375
2538,184336.890625
2539,196052.578125
2540,164275.203125
2541,189180.78125
2542,167276.25
2543,131928.21875
2544,121156.3125
2545,137588.109375
2546,136707.21875
2547,144591.265625
2548,145708.90625
2549,152748.09375
2550,283776.3125
2551,143697.046875
2552,127802.898438
2553,79853.2421875
2554,100267.257812
2555,119163.351562
2556,107004.84375
2557,115981.414062
2558,120747.171875
2559,128247.570312
2560,134782.109375
2561,138674.109375
2562,117917.5625
2563,139661.140625
2564,199865.234375
2565,147622.890625
2566,152993.15625
2567,129951.632812
2568,193675.375
2569,202276.34375
2570,110624.976562
2571,191277.203125
2572,177757.546875
2573,233605.515625
2574,274587.84375
2575,132176.953125
2576,127213.5
2577,148154.875
2578,84716.6796875
2579,73503.2421875
2580,134186.234375
2581,116232.546875
2582,118952.046875
2583,258643.09375
2584,160776.59375
2585,175720.625
2586,207411.9375
2587,203605.375
2588,148235.578125
2589,152240.546875
2590,219793.484375
2591,196511.5625
2592,207461.40625
2593,245179.8125
2594,179239.890625
2595,213736.671875
2596,311228.03125
2597,184363.609375
2598,281187.4375
2599,324280.28125
2600,140232.375
2601,139515.109375
2602,89126.6640625
2603,96353.828125
2604,82431.4375
2605,80401.3671875
2606,146832.390625
2607,184465.796875
2608,208967.53125
2609,158402.96875
2610,112818.796875
2611,130172.664062
2612,150827.640625
2613,134679.4375
2614,128874.445312
2615,154891.40625
2616,141244.5
2617,184048.453125
2618,189832.296875
2619,203051.765625
2620,184315.796875
2621,175765.53125
2622,175909.75
2623,260798.21875
2624,297799.75
2625,281099.75
2626,171142.84375
2627,180301.984375
2628,452449.90625
2629,459513.59375
2630,356443.75
2631,461493.375
2632,454842.34375
2633,294556.875
2634,419446.21875
2635,151701.390625
2636,182978.4375
2637,172719.875
2638,251674.328125
2639,177435.40625
2640,150380.375
2641,101459.625
2642,183510.390625
2643,97584.03125
2644,124270.515625
2645,100122.109375
2646,92871.359375
2647,96604.2734375
2648,139774.0
2649,143054.671875
2650,140996.609375
2651,136903.3125
2652,416127.28125
2653,253329.609375
2654,225312.140625
2655,376256.375
2656,312939.0625
2657,316804.875
2658,311225.34375
2659,319000.46875
2660,344667.90625
2661,346418.0625
2662,271263.28125
2663,284313.75
2664,259093.890625
2665,312025.6875
2666,278621.65625
2667,163053.390625
2668,190381.828125
2669,165316.390625
2670,288904.8125
2671,192676.875
2672,188335.4375
2673,209536.484375
2674,205291.125
2675,171979.234375
2676,195885.875
2677,184300.328125
2678,243353.25
2679,264566.625
2680,290800.25
2681,383238.90625
2682,325479.625
2683,479694.15625
2684,324455.0625
2685,343464.65625
2686,267628.34375
2687,306974.09375
2688,222215.375
2689,209611.03125
2690,428894.59375
2691,175082.296875
2692,144163.046875
2693,192630.390625
2694,140867.578125
2695,195644.09375
2696,194397.25
2697,175443.5
2698,181062.5625
2699,162579.1875
2700,157511.484375
2701,154479.828125
2702,113769.921875
2703,133400.375
2704,138081.96875
2705,126830.460938
2706,123462.046875
2707,128422.34375
2708,135661.984375
2709,109665.101562
2710,129716.375
2711,260445.28125
2712,368988.0625
2713,172703.5625
2714,151073.65625
2715,161150.6875
2716,149683.0
2717,180336.203125
2718,231943.484375
2719,156270.21875
2720,177431.34375
2721,137535.90625
2722,158758.984375
2723,153229.125
2724,128352.914062
2725,133365.015625
2726,144967.921875
2727,181138.203125
2728,162452.09375
2729,151006.390625
2730,144675.6875
2731,131486.09375
2732,122439.585938
2733,159795.375
2734,148374.1875
2735,132635.0625
2736,136767.328125
2737,129080.476562
2738,144030.984375
2739,163450.546875
2740,138231.109375
2741,151344.90625
2742,147587.265625
2743,144605.0625
2744,161125.328125
2745,144903.9375
2746,140584.265625
2747,150275.296875
2748,122245.328125
2749,129318.773438
2750,132119.609375
2751,135982.828125
2752,190841.90625
2753,142687.875
2754,195394.609375
2755,122406.898438
2756,93847.96875
2757,69489.4765625
2758,91872.5703125
2759,153611.296875
2760,119960.945312
2761,144549.359375
2762,148508.953125
2763,190907.625
2764,159940.375
2765,288371.90625
2766,128568.898438
2767,88409.6328125
2768,138624.65625
2769,134742.515625
2770,148768.078125
2771,120813.984375
2772,119840.195312
2773,147743.59375
2774,135090.4375
2775,127138.664062
2776,131124.953125
2777,141386.6875
2778,104058.710938
2779,126306.0
2780,99403.0390625
2781,95967.1015625
2782,89148.3359375
2783,99149.3046875
2784,128493.882812
2785,126449.304688
2786,66147.90625
2787,118560.304688
2788,76066.171875
2789,184646.203125
2790,94129.0625
2791,119555.609375
2792,63266.78125
2793,155792.71875
2794,96325.8046875
2795,115218.085938
2796,101233.851562
2797,196972.1875
2798,112337.8125
2799,110155.96875
2800,75644.8515625
2801,110143.78125
2802,137454.859375
2803,163405.96875
2804,138867.859375
2805,101137.445312
2806,75934.328125
2807,160309.0
2808,147711.46875
2809,136698.09375
2810,132834.6875
2811,153290.953125
2812,152487.421875
2813,154627.0625
2814,161510.40625
2815,104544.320312
2816,232833.515625
2817,148232.1875
2818,130816.8125
2819,167534.09375
2820,131820.828125
2821,110014.757812
2822,190109.125
2823,243956.015625
2824,174382.75
2825,158749.296875
2826,134771.953125
2827,146534.578125
2828,208540.5
2829,175886.609375
2830,225068.609375
2831,190385.265625
2832,230223.21875
2833,280597.5625
2834,211478.984375
2835,222819.109375
2836,197669.390625
2837,156031.359375
2838,150141.359375
2839,181825.65625
2840,202369.15625
2841,198464.625
2842,222512.25
2843,144508.0
2844,147269.9375
2845,119887.632812
2846,204243.0625
2847,182730.296875
2848,217624.09375
2849,199296.703125
2850,289191.21875
2851,239481.953125
2852,246214.3125
2853,232779.125
2854,143170.6875
2855,195679.546875
2856,201856.234375
2857,195202.03125
2858,197089.625
2859,130799.601562
2860,127469.132812
2861,127570.921875
2862,193288.453125
2863,131632.515625
2864,258340.859375
2865,145227.515625
2866,143401.078125
2867,96341.7890625
2868,104163.953125
2869,108109.351562
2870,121328.015625
2871,94062.9296875
2872,51524.7851562
2873,107801.3125
2874,131413.015625
2875,119083.828125
2876,165455.96875
2877,138108.171875
2878,172514.421875
2879,131771.046875
2880,99659.609375
2881,148500.734375
2882,172821.203125
2883,200458.703125
2884,222712.453125
2885,190995.21875
2886,217366.890625
2887,96083.953125
2888,127282.671875
2889,62234.1445312
2890,86353.796875
2891,134157.1875
2892,57028.2773438
2893,97039.4609375
2894,53731.4179688
2895,283795.0
2896,274357.21875
2897,202416.046875
2898,157532.671875
2899,223027.453125
2900,159804.0625
2901,204653.6875
2902,178495.984375
2903,347234.71875
2904,339235.34375
2905,97632.15625
2906,196573.609375
2907,107572.8125
2908,131820.578125
2909,149252.375
2910,83793.453125
2911,85736.9609375
2912,140798.40625
2913,82285.3515625
2914,76000.6171875
2915,78843.1015625
2916,83744.2421875
2917,156901.0
2918,126188.609375
2919,224858.578125
